Wall time,Step,Value
1657045557.692968,0,2.550283670425415
1657046239.744445,1,2.3836910724639893
1657046851.854883,2,2.1738274097442627
1657047394.651447,3,2.0630404949188232
1657047925.295415,4,1.9549404382705688
1657048426.409576,5,1.9387141466140747
1657048929.096277,6,1.809173583984375
1657049430.465673,7,1.8097268342971802
1657049930.2971368,8,1.74161958694458
1657078243.202551,9,1.6917520761489868
1657079774.373376,10,1.646859884262085
1657080324.818335,11,1.6504836082458496
1657080826.017254,12,1.5901416540145874
1657081327.714852,13,1.6206140518188477
1657081830.204532,14,1.5390290021896362
1657082332.204761,15,1.498314619064331
1657082834.287881,16,1.5127288103103638
1657083334.734415,17,1.3134386539459229
1657083835.5944703,18,1.2230219841003418
1657084335.3136723,19,1.2261083126068115
1657084835.545032,20,1.2299338579177856
1657085335.512814,21,1.1924405097961426
1657085835.397324,22,1.1462199687957764
1657086336.890756,23,1.13419771194458
1657086837.071792,24,1.140437364578247
1657087338.069185,25,1.0944750308990479
1657090061.934739,26,1.1052731275558472
1657092994.8996558,27,1.1113855838775635
1657093933.851884,28,1.0460829734802246
1657095685.704716,29,1.062251091003418
1657105822.417761,30,1.0641365051269531
1657106322.069422,31,1.0536084175109863
1657106821.299376,32,1.0039232969284058
1657107329.227417,33,1.025040626525879
1657107828.7768042,34,1.0468190908432007
1657108329.4662652,35,1.050575613975525
1657108831.071324,36,1.0402188301086426
1657109332.48628,37,1.0461915731430054
1657109833.420626,38,1.0307222604751587
1657110334.027991,39,1.0547585487365723
1657110835.339929,40,1.0771633386611938
1657111335.595472,41,1.0489330291748047
1657111836.019261,42,1.0220189094543457
1657112337.213996,43,1.0435923337936401
1657112838.397243,44,1.0638306140899658
1657116303.702387,45,1.0294171571731567
1657116803.977694,46,1.070542812347412
1657117304.30194,47,1.0567234754562378
1657117805.260548,48,1.0711805820465088
1657118307.560367,49,1.0479753017425537
