Wall time,Step,Value
1657045557.693736,0,0.9857548475265503
1657046239.745268,1,0.8046292066574097
1657046851.855808,2,0.722663402557373
1657047394.652389,3,0.7457860708236694
1657047925.296404,4,0.6737651228904724
1657048426.411828,5,0.6200792789459229
1657048929.097014,6,0.6399132609367371
1657049430.466736,7,0.616905927658081
1657049930.297848,8,0.5487160086631775
1657078243.203278,9,0.5656653642654419
1657079774.374226,10,0.5377697348594666
1657080324.819123,11,0.5935952067375183
1657080826.018058,12,0.5534278750419617
1657081327.715583,13,0.48920202255249023
1657081830.205566,14,0.526780366897583
1657082332.205735,15,0.6507499814033508
1657082834.288749,16,0.5895752310752869
1657083334.735195,17,0.29485851526260376
1657083835.595285,18,0.28148001432418823
1657084335.314657,19,0.2582518756389618
1657084835.545997,20,0.26824960112571716
1657085335.5137563,21,0.2737431228160858
1657085835.39835,22,0.25840601325035095
1657086336.891749,23,0.2523340582847595
1657086837.072697,24,0.2558562457561493
1657087338.071452,25,0.23680925369262695
1657090061.935342,26,0.26397520303726196
1657092994.90046,27,0.2564345598220825
1657093933.852853,28,0.2317081242799759
1657095685.705427,29,0.23170430958271027
1657105822.4186943,30,0.2365349382162094
1657106322.070272,31,0.23034453392028809
1657106821.300166,32,0.2183147668838501
1657107329.228237,33,0.22512081265449524
1657107828.777579,34,0.22619569301605225
1657108329.467251,35,0.23030336201190948
1657108831.073205,36,0.2329159528017044
1657109332.487116,37,0.23068472743034363
1657109833.421483,38,0.2248816192150116
1657110334.028912,39,0.23011545836925507
1657110835.340786,40,0.22882506251335144
1657111335.596382,41,0.24388861656188965
1657111836.020238,42,0.22218315303325653
1657112337.214838,43,0.22295579314231873
1657112838.398753,44,0.22938460111618042
1657116303.703322,45,0.21489815413951874
1657116803.978644,46,0.2337123155593872
1657117304.302895,47,0.23016633093357086
1657117805.261154,48,0.2302127331495285
1657118307.56108,49,0.231357604265213
