Wall time,Step,Value
1657221084.0353248,0,9.999999747378752e-06
1657222056.78922,1,9.999999747378752e-06
1657222979.461366,2,9.999999747378752e-06
1657223889.107373,3,9.999999747378752e-06
1657224798.448387,4,9.999999747378752e-06
1657225708.096414,5,9.999999747378752e-06
1657226616.9173608,6,9.999999747378752e-06
1657227526.958258,7,9.999999747378752e-06
1657228435.902811,8,9.999999747378752e-06
1657229346.339727,9,9.999999747378752e-06
1657230256.168261,10,9.999999747378752e-06
1657231166.136275,11,9.999999747378752e-06
1657232075.957738,12,9.999999747378752e-06
1657232985.144766,13,9.999999747378752e-06
1657233893.020551,14,9.999999747378752e-06
1657234803.008192,15,9.999999747378752e-06
1657235712.706567,16,9.999999747378752e-06
1657236622.079004,17,9.999999747378752e-06
1657237531.2841496,18,9.999999747378752e-06
1657238441.201354,19,9.999999747378752e-06
1657239352.078979,20,9.999999747378752e-06
1657240261.925369,21,9.999999747378752e-06
1657241171.87144,22,9.999999747378752e-06
1657242082.687513,23,9.999999747378752e-06
1657242992.853746,24,9.999999747378752e-06
1657243902.778915,25,9.999999747378752e-06
1657244811.664488,26,9.999999747378752e-06
1657245721.306283,27,9.999999747378752e-06
1657246631.454567,28,9.999999747378752e-06
1657247542.213483,29,9.999999747378752e-06
1657248451.497954,30,9.999999747378752e-06
1657249361.359956,31,9.999999747378752e-06
1657250270.293455,32,9.999999747378752e-06
1657251180.263374,33,9.999999747378752e-06
1657252090.146368,34,9.999999747378752e-06
1657252999.034125,35,9.999999747378752e-06
1657253908.464542,36,9.999999747378752e-06
1657254818.364164,37,9.999999747378752e-06
1657270017.613693,38,9.999999747378752e-06
1657270927.29867,39,9.999999747378752e-06
1657271836.39706,40,9.999999747378752e-06
1657272746.9245088,41,9.999999747378752e-06
1657273656.025344,42,9.999999747378752e-06
1657274565.256038,43,9.999999747378752e-06
1657275475.623092,44,9.999999747378752e-06
1657276384.578798,45,9.999999747378752e-06
1657277294.376483,46,9.999999747378752e-06
1657278204.004452,47,9.999999747378752e-06
1657279113.92869,48,9.999999747378752e-06
1657280022.53234,49,9.999999747378752e-06
1657289909.225424,50,9.999999747378752e-06
1657290840.449503,51,9.999999747378752e-06
1657291784.908687,52,9.999999747378752e-06
1657292690.145207,53,9.999999747378752e-06
1657293594.98979,54,9.999999747378752e-06
1657294498.972276,55,9.999999747378752e-06
1657295403.139216,56,9.999999974752427e-07
1657296308.965243,57,9.999999974752427e-07
1657297213.558057,58,9.999999974752427e-07
1657298117.545612,59,9.999999974752427e-07
1657299022.142739,60,9.999999974752427e-07
1657299926.01825,61,9.999999974752427e-07
1657300928.912233,62,9.999999974752427e-07
1657301830.555088,63,9.999999974752427e-07
1657311035.2990808,64,9.999999974752427e-07
1657312070.042465,65,9.999999974752427e-07
1657312995.580089,66,9.999999974752427e-07
1657313910.522752,67,9.999999974752427e-07
1657314824.510332,68,9.999999974752427e-07
1657315739.629516,69,9.999999974752427e-07
1657316653.614988,70,9.999999974752427e-07
1657317566.740763,71,9.999999974752427e-07
1657318481.721455,72,9.999999974752427e-07
1657319397.094266,73,9.999999974752427e-07
1657320310.921022,74,9.999999974752427e-07
1657321224.958553,75,9.999999974752427e-07
1657322138.616738,76,9.999999974752427e-07
1657323052.593293,77,9.999999974752427e-07
1657323967.26702,78,9.999999974752427e-07
1657324881.491011,79,9.999999974752427e-07
1657325796.188378,80,9.999999974752427e-07
1657326711.478601,81,9.999999974752427e-07
1657327625.503886,82,9.999999974752427e-07
1657328539.295998,83,9.999999974752427e-07
1657329454.276858,84,9.999999974752427e-07
1657330368.790912,85,9.999999974752427e-07
1657331282.757616,86,9.999999974752427e-07
1657332197.115363,87,9.999999974752427e-07
1657333109.950378,88,9.999999974752427e-07
1657334023.283631,89,9.999999974752427e-07
1657334936.872292,90,9.999999974752427e-07
1657335851.196494,91,1.0000000116860974e-07
1657336765.039262,92,1.0000000116860974e-07
1657337678.450974,93,1.0000000116860974e-07
1657338592.698627,94,1.0000000116860974e-07
1657339506.894396,95,9.99999993922529e-09
1657340420.551835,96,9.99999993922529e-09
1657341334.6960378,97,9.99999993922529e-09
1657342248.70256,98,9.99999993922529e-09
1657343162.517076,99,9.999999717180685e-10
