Wall time,Step,Value
1657217910.927736,0,0.9704587459564209
1657222056.788215,1,0.7726057171821594
1657222979.460403,2,0.6913589239120483
1657223889.106224,3,0.6644628047943115
1657224798.447267,4,0.608184814453125
1657225708.095251,5,0.5318368077278137
1657226616.913294,6,0.5258839726448059
1657227526.957268,7,0.5008608102798462
1657228435.901623,8,0.48673340678215027
1657229346.338721,9,0.41042953729629517
1657230256.1672413,10,0.41879701614379883
1657231166.135283,11,0.4399554431438446
1657232075.956728,12,0.3964325189590454
1657232985.143775,13,0.37351876497268677
1657233893.018418,14,0.35894113779067993
1657234803.007145,15,0.4109426438808441
1657235712.705524,16,0.34567025303840637
1657236622.077978,17,0.33668914437294006
1657237531.28313,18,0.31024929881095886
1657238441.200212,19,0.32847627997398376
1657239352.077923,20,0.34669363498687744
1657240261.92421,21,0.2828141748905182
1657241171.870479,22,0.25897452235221863
1657242082.686352,23,0.2603278160095215
1657242992.852605,24,0.24157452583312988
1657243902.777977,25,0.22888562083244324
1657244811.663384,26,0.22372059524059296
1657245721.305222,27,0.20290806889533997
1657246631.450481,28,0.196729838848114
1657247542.212465,29,0.1918717920780182
1657248451.496959,30,0.20615695416927338
1657249361.358781,31,0.16292446851730347
1657250270.292625,32,0.17125380039215088
1657251180.262481,33,0.17521610856056213
1657252090.145203,34,0.14557532966136932
1657252999.033133,35,0.15002351999282837
1657253908.463352,36,0.14427852630615234
1657254818.362978,37,0.14116813242435455
1657270017.612548,38,0.11728063225746155
1657270927.297667,39,0.1210695430636406
1657271836.395995,40,0.11040571331977844
1657272746.922372,41,0.1123657375574112
1657273656.024162,42,0.1101372241973877
1657274565.255181,43,0.10281432420015335
1657275475.620958,44,0.10521730780601501
1657276384.577841,45,0.09484770148992538
1657277294.375533,46,0.09190566837787628
1657278204.003486,47,0.08140307664871216
1657279113.927483,48,0.0812855213880539
1657280022.531424,49,0.07853630185127258
1657289909.224158,50,0.08528538793325424
1657290840.448524,51,0.07008964568376541
1657291784.9075263,52,0.07169187068939209
1657292690.143077,53,0.06575416773557663
1657293594.988804,54,0.0649135410785675
1657294498.971201,55,0.06661063432693481
1657295403.138171,56,0.03396992385387421
1657296308.96425,57,0.026212891563773155
1657297213.557069,58,0.02390081249177456
1657298117.544643,59,0.021252093836665154
1657299022.141729,60,0.020057473331689835
1657299926.017086,61,0.019535062834620476
1657300928.911069,62,0.01823667250573635
1657301830.553967,63,0.017254821956157684
1657311035.298106,64,0.017464781180024147
1657312070.041288,65,0.015551676042377949
1657312995.5791433,66,0.015323194675147533
1657313910.521577,67,0.014981459826231003
1657314824.5095797,68,0.014773535542190075
1657315739.62855,69,0.014468694105744362
1657316653.613995,70,0.01422540470957756
1657317566.739689,71,0.013164994306862354
1657318481.720461,72,0.012656179256737232
1657319397.093486,73,0.01245457399636507
1657320310.919889,74,0.01188413705676794
1657321224.957597,75,0.011830306611955166
1657322138.615849,76,0.011205906979739666
1657323052.592119,77,0.01077785063534975
1657323967.265949,78,0.010792938992381096
1657324881.489854,79,0.010657285340130329
1657325796.185798,80,0.009890072979032993
1657326711.47644,81,0.009771611541509628
1657327625.502938,82,0.00922011025249958
1657328539.295039,83,0.009141798131167889
1657329454.275862,84,0.009483209811151028
1657330368.789995,85,0.008872682228684425
1657331282.756541,86,0.008627478964626789
1657332197.114192,87,0.008663143962621689
1657333109.949463,88,0.00815519131720066
1657334023.282629,89,0.008311256766319275
1657334936.870183,90,0.00821327418088913
1657335851.192882,91,0.00738910585641861
1657336765.03829,92,0.007334848400205374
1657337678.4497683,93,0.00725423963740468
1657338592.696398,94,0.0071377442218363285
1657339506.893364,95,0.006538620218634605
1657340420.550805,96,0.006646787282079458
1657341334.695157,97,0.006856468506157398
1657342248.7016,98,0.006769130937755108
1657343162.516101,99,0.006907169241458178
