Wall time,Step,Value
1656940627.931127,0,1.0230662822723389
1656940956.725051,1,0.7563986778259277
1656941276.930818,2,0.6213064193725586
1656941544.612742,3,0.6115226745605469
1656941784.520861,4,0.6134192943572998
1656942030.726118,5,0.637977123260498
1656942257.9261577,6,0.5736976861953735
1656942500.265884,7,0.5450865030288696
1656942732.013639,8,0.4948495030403137
1656942945.152593,9,0.5994462370872498
1656943158.256665,10,0.5215187668800354
1656943371.101687,11,0.4157555401325226
1656943582.607438,12,0.42958295345306396
1656943795.5842218,13,0.37535393238067627
1656944008.387404,14,0.38586708903312683
1656944222.2496183,15,0.3803752064704895
1656944434.9614289,16,0.3842834532260895
1656944647.424819,17,0.35901394486427307
1656944859.142743,18,0.35825785994529724
1656945070.523738,19,0.3489420413970947
1656945283.125441,20,0.3330773413181305
1656945495.016854,21,0.37095406651496887
1656945708.688984,22,0.35069334506988525
1656945921.038123,23,0.36039847135543823
1656946134.050622,24,0.3672393560409546
1656946347.154603,25,0.3549879491329193
1656946560.054085,26,0.3381771743297577
1656946773.342172,27,0.3703148663043976
1656946984.955196,28,0.348768413066864
1656947197.948374,29,0.33619338274002075
1656947410.904785,30,0.3748060464859009
1656947623.970134,31,0.3270118832588196
1656947837.494992,32,0.34274956583976746
1656948050.231706,33,0.3310532867908478
1656948261.576998,34,0.3537238836288452
1656948474.36809,35,0.3427565395832062
1656948687.023339,36,0.3523743450641632
1656948900.008424,37,0.3452317714691162
1656949113.117301,38,0.3337180018424988
1656949326.270923,39,0.3735768795013428
1656949539.974185,40,0.35171908140182495
1656949751.338161,41,0.36283767223358154
1656949962.68416,42,0.3737097978591919
1656950175.218577,43,0.3410108685493469
1656950388.460356,44,0.36451956629753113
1656950601.102053,45,0.35860100388526917
1656950813.842114,46,0.3439353108406067
1656951026.502592,47,0.35135653614997864
1656951239.803057,48,0.3291386067867279
1656951453.112958,49,0.3448561429977417
