Wall time,Step,Value
1656940627.930172,0,2.750112295150757
1656940956.724148,1,2.6240246295928955
1656941276.929908,2,2.591301679611206
1656941544.611831,3,2.352496862411499
1656941784.519831,4,2.334301233291626
1656942030.725135,5,2.1913235187530518
1656942257.925025,6,2.13875675201416
1656942500.265053,7,2.089205026626587
1656942732.012766,8,1.9823533296585083
1656942945.151816,9,1.9465179443359375
1656943158.255746,10,1.9936931133270264
1656943371.100782,11,1.7496899366378784
1656943582.606564,12,1.6886982917785645
1656943795.583241,13,1.7228809595108032
1656944008.386504,14,1.6870559453964233
1656944222.248632,15,1.6974810361862183
1656944434.9605,16,1.726142168045044
1656944647.423948,17,1.6748236417770386
1656944859.14178,18,1.6916749477386475
1656945070.522814,19,1.637882113456726
1656945283.124509,20,1.6408638954162598
1656945495.015917,21,1.5745195150375366
1656945708.688006,22,1.6070468425750732
1656945921.037218,23,1.5710307359695435
1656946134.04967,24,1.672593116760254
1656946347.153685,25,1.610863208770752
1656946560.053129,26,1.594416618347168
1656946773.341223,27,1.666237473487854
1656946984.954342,28,1.6306777000427246
1656947197.947458,29,1.6234352588653564
1656947410.904005,30,1.6667567491531372
1656947623.969275,31,1.6587179899215698
1656947837.494009,32,1.6300554275512695
1656948050.230787,33,1.6464738845825195
1656948261.576118,34,1.584153652191162
1656948474.367166,35,1.6024876832962036
1656948687.022507,36,1.6753126382827759
1656948900.007553,37,1.7083070278167725
1656949113.1163547,38,1.6153292655944824
1656949326.270036,39,1.6470885276794434
1656949539.973242,40,1.6358208656311035
1656949751.337223,41,1.6602789163589478
1656949962.683204,42,1.6538877487182617
1656950175.217719,43,1.575594186782837
1656950388.459359,44,1.6381069421768188
1656950601.101278,45,1.6122018098831177
1656950813.841144,46,1.5955793857574463
1656951026.501845,47,1.657771110534668
1656951239.802291,48,1.638242244720459
1656951453.112143,49,1.6812535524368286
